id;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;continent_name_en;continent_name_fr;iso_code;udnp_code;transboundary;coordonnees;multiple;id_multiple;name_multiple
7141;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;14.4666666667;47.7333333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.7333333333,14.4666666667;1;1133-015;"Kalkalpen – Hintergebirg (Austria)"
7142;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;14.35;47.7833333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.7833333333,14.35;1;1133-016;"Kalkalpen – Bodinggraben (Austria)"
7143;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;14.2333333333;47.8;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.8,14.2333333333;1;1133-017;"Kalkalpen – Urlach (Austria)"
7144;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;14.432;47.83;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.83,14.432;1;1133-018;"Kalkalpen – Wilder Graben (Austria)"
7145;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;4.416;50.757;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;50.757,4.416;1;1133-019;"Sonian Forest – Forest Reserve “Joseph Zwaenepoel” (Belgium)"
7146;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;4.427;50.781;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;50.781,4.427;1;1133-020;"Sonian Forest – Grippensdelle A (Belgium)"
7147;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;4.434;50.784;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;50.784,4.434;1;1133-021;"Sonian Forest – Grippensdelle B (Belgium)"
7148;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;4.437;50.734;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;50.734,4.437;1;1133-022;"Sonian Forest – Réserve forestière du Ticton A (Belgium)"
7149;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;4.431;50.727;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;50.727,4.431;1;1133-023;"Sonian Forest – Réserve forestière du Ticton B (Belgium)"
7150;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.2666666667;42.8;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.8,24.2666666667;1;1133-024;"Central Balkan – Boatin Reserve (Bulgaria)"
7151;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.411;42.774;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.774,24.411;1;1133-025;"Central Balkan – Tsarichina Reserve (Bulgaria)"
7152;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.523;42.796;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.796,24.523;1;1133-026;"Central Balkan – Kozya stena Reserve (Bulgaria)"
7153;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.7;42.7333333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.7333333333,24.7;1;1133-027;"Central Balkan – Stara reka Reserve (Bulgaria)"
7154;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.81;42.697;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.697,24.81;1;1133-028;"Central Balkan – Severen Dzhendem Reserve (Bulgaria)"
7155;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.9666666667;42.6833333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.6833333333,24.9666666667;1;1133-029;"Central Balkan – Dzhendema Reserve (Bulgaria)"
7156;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.94;42.744;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.744,24.94;1;1133-030;"Central Balkan – Severen Dzhendem Reserve (Bulgaria)"
7157;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;25.076;42.766;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.766,25.076;1;1133-031;"Central Balkan – Peesh skali Reserve (Bulgaria)"
7158;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;25.1333333333;42.6833333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.6833333333,25.1333333333;1;1133-032;"Central Balkan – Sokolna Reserve (Bulgaria)"
7159;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;15.006;44.768;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;44.768,15.006;1;1133-033;"Hajdučki i Rožanski kukovi (Croatia)"
7160;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;15.5;44.3333333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;44.3333333333,15.5;1;1133-034;"Paklenica National Park (Croatia)"
7161;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;13.729;41.832;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;41.832,13.729;1;1133-035;"Abruzzo, Lazio & Molise – Valle Cervara (Italy)"
7162;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;13.711;41.844;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;41.844,13.711;1;1133-036;"Abruzzo, Lazio & Molise – Selva Moricento (Italy)"
7163;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;13.847;41.859;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;41.859,13.847;1;1133-037;"Abruzzo, Lazio & Molise – Coppo del Morto (Italy)"
7164;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;13.744;41.788;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;41.788,13.744;1;1133-038;"Abruzzo, Lazio & Molise – Coppo del Principe (Italy)"
7165;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;13.8833333333;41.75;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;41.75,13.8833333333;1;1133-039;"Abruzzo, Lazio & Molise – Val Fondillo (Italy)"
7166;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;12.204;42.409;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.409,12.204;1;1133-040;"Monte Cimino (Italy)"
7167;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;12.16;42.174;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;42.174,12.16;1;1133-041;"Monte Raschio (Italy)"
7168;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;11.807;43.846;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;43.846,11.807;1;1133-042;"Sasso Fratino (Italy)"
7169;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;21.8;44.9;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;44.9,21.8;1;1133-043;"Cheile Nerei-Beușnița (Romania)"
7170;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;25.1666666667;45.6666666667;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;45.6666666667,25.1666666667;1;1133-044;"Codrul secular Șinca (Romania)"
7171;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;25.629;47.443;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.443,25.629;1;1133-045;"Codrul Secular Slătioara (Romania)"
7172;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.3166666667;45.3166666667;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;45.3166666667,24.3166666667;1;1133-046;"Cozia – Masivul Cozia (Romania)"
7173;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.278;45.3;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;45.3,24.278;1;1133-047;"Cozia – Lotrisor (Romania)"
7174;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;22.4666666667;44.9333333333;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;44.9333333333,22.4666666667;1;1133-048;"Domogled – Valea Cernei – Domogled-Coronini – Bedina (Romania)"
7175;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;22.566;45.107;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;45.107,22.566;1;1133-049;"Domogled – Valea Cernei – Iauna Craiovei (Romania)"
7176;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;22.84;45.25;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;45.25,22.84;1;1133-050;"Domogled – Valea Cernei – Ciucevele Cerne (Romania)"
7177;1133;;"Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe";"Forêts primaires et anciennes de hêtres des Carpates et d’autres régions d’Europe";;;;;2007;;;;;24.187;47.553;98124.96;;;;;;;;;;;;;;"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine";"Albanie,Allemagne,Autriche,Belgique,Bosnie-Herzégovine,Bulgarie,Croatie,Espagne,France,Italie,Macédoine du Nord,Pologne,Roumanie,Slovaquie,Slovénie,Suisse,Tchéquie,Ukraine";;;;;;47.553,24.187;1;1133-051;"Groșii Țibleșului – Izvorul Șurii (Romania)"
